Loaded guess DOFs from: out_less_gates_twist_windowed_test1/opt_dofs_2026-08-23_01-07-13.npy (195 values)
Loaded endurance_tracks/Michigan-2019-endurance_gates.csv: 141 gates

===== Windowed sweep (window=6, step=5) =====
Obj funtion: (0.04452604617925302, 0.006558116691959021)   (rho_normalized calls: 147) 


Obj funtion: (0.04452604615729712, 0.006558116675726748)   (rho_normalized calls: 147) 


Obj funtion: (0.04393217984973138, 0.007315621356183785)   (rho_normalized calls: 147) 


Obj funtion: (0.04393217986262671, 0.007315621344623699)   (rho_normalized calls: 147) 


Obj funtion: (0.04393217975617267, 0.0073156211210269745)   (rho_normalized calls: 147) 


Obj funtion: (0.043932179604145576, 0.007315621298384492)   (rho_normalized calls: 147) 


Obj funtion: (0.043932179733150924, 0.0073156212996216)   (rho_normalized calls: 147) 


Obj funtion: (0.04393217999258052, 0.007315620984242911)   (rho_normalized calls: 147) 


Obj funtion: (0.04393218038142248, 0.007315621698999991)   (rho_normalized calls: 147) 


Obj funtion: (0.04393217985018568, 0.007315621355776528)   (rho_normalized calls: 147) 


Obj funtion: (0.04393217985434732, 0.007315621362233807)   (rho_normalized calls: 147) 


Obj funtion: (0.04393217985411034, 0.007315621359208532)   (rho_normalized calls: 147) 


Obj funtion: (0.04393217986350957, 0.007315621364242429)   (rho_normalized calls: 147) 


Obj funtion: (0.04393217989927993, 0.007315621357550359)   (rho_normalized calls: 147) 


Obj funtion: (0.0439321798533209, 0.007315621358343932)   (rho_normalized calls: 147) 


Obj funtion: (0.04393217984694592, 0.0073156213586808155)   (rho_normalized calls: 147) 


Obj funtion: (0.04393217982765213, 0.007315621328933361)   (rho_normalized calls: 147) 


Obj funtion: (0.04393217983848641, 0.007315621348679954)   (rho_normalized calls: 147) 


Obj funtion: (0.04393218000915147, 0.00731562133122169)   (rho_normalized calls: 147) 


Obj funtion: (0.043932179739718316, 0.007315621361784666)   (rho_normalized calls: 147) 


Obj funtion: (0.04393217983658457, 0.007315621330314624)   (rho_normalized calls: 147) 


Obj funtion: (0.04393217984972111, 0.007315621356193)   (rho_normalized calls: 147) 


Obj funtion: (0.04393217984985906, 0.007315621356492566)   (rho_normalized calls: 147) 


Obj funtion: (0.043932179850200606, 0.007315621356783639)   (rho_normalized calls: 147) 


Obj funtion: (0.04393217984930298, 0.007315621357036624)   (rho_normalized calls: 147) 


Obj funtion: (0.04393217984536702, 0.007315621356070216)   (rho_normalized calls: 147) 


Obj funtion: (0.04393217984983786, 0.007315621356291047)   (rho_normalized calls: 147) 


Obj funtion: (0.04393217984978452, 0.007315621356136157)   (rho_normalized calls: 147) 


Obj funtion: (0.04393217984931597, 0.00731562135506543)   (rho_normalized calls: 147) 


Obj funtion: (0.04393217984824874, 0.007315621354109361)   (rho_normalized calls: 147) 


Obj funtion: (0.04393217987135703, 0.0073156213544473755)   (rho_normalized calls: 147) 


Obj funtion: (0.043932179868791235, 0.007315621356326123)   (rho_normalized calls: 147) 


Obj funtion: (0.04393217984658935, 0.007315621352326038)   (rho_normalized calls: 147) 


Obj funtion: (0.042589528385534814, 0.008467140150884803)   (rho_normalized calls: 147) 


Obj funtion: (0.0425895283457115, 0.00846714018070123)   (rho_normalized calls: 147) 


Obj funtion: (0.04258952812681644, 0.008467139717381944)   (rho_normalized calls: 147) 


Obj funtion: (0.042589528090447096, 0.00846714025617834)   (rho_normalized calls: 147) 


Obj funtion: (0.0425895284381957, 0.008467139991413151)   (rho_normalized calls: 147) 


Obj funtion: (0.042589527945151445, 0.00846713964134281)   (rho_normalized calls: 147) 


Obj funtion: (0.042589528966183704, 0.008467140521218532)   (rho_normalized calls: 147) 


Obj funtion: (0.04258952838504076, 0.008467140151254701)   (rho_normalized calls: 147) 


Obj funtion: (0.04258952838960527, 0.008467140160682354)   (rho_normalized calls: 147) 


Obj funtion: (0.04258952839266819, 0.008467140161430534)   (rho_normalized calls: 147) 


Obj funtion: (0.04258952840168251, 0.008467140160387271)   (rho_normalized calls: 147) 


Obj funtion: (0.04258952843124855, 0.008467140153026333)   (rho_normalized calls: 147) 


Obj funtion: (0.04258952838949949, 0.008467140152516608)   (rho_normalized calls: 147) 


Obj funtion: (0.042589528388531174, 0.008467140148641361)   (rho_normalized calls: 147) 


Obj funtion: (0.042589528366933777, 0.008467140106811835)   (rho_normalized calls: 147) 


Obj funtion: (0.04258952836634466, 0.008467140119536046)   (rho_normalized calls: 147) 


Obj funtion: (0.04258952851043217, 0.008467140117616269)   (rho_normalized calls: 147) 


Obj funtion: (0.04258952827394783, 0.008467140165357809)   (rho_normalized calls: 147) 


Obj funtion: (0.04258952837756942, 0.008467140132217804)   (rho_normalized calls: 147) 


Obj funtion: (0.04258952838547715, 0.008467140150927963)   (rho_normalized calls: 147) 


Obj funtion: (0.04258952838574204, 0.00846714015130405)   (rho_normalized calls: 147) 


Obj funtion: (0.042589528386071836, 0.00846714015107912)   (rho_normalized calls: 147) 


Obj funtion: (0.04258952838518856, 0.008467140151740188)   (rho_normalized calls: 147) 


Obj funtion: (0.04258952838154658, 0.00846714015088653)   (rho_normalized calls: 147) 


Obj funtion: (0.0425895283856131, 0.008467140150848956)   (rho_normalized calls: 147) 


Obj funtion: (0.04258952838588532, 0.008467140150622374)   (rho_normalized calls: 147) 


Obj funtion: (0.04258952838471956, 0.008467140149389069)   (rho_normalized calls: 147) 


Obj funtion: (0.04258952838388164, 0.008467140150032984)   (rho_normalized calls: 147) 


Obj funtion: (0.04258952840457854, 0.008467140148960293)   (rho_normalized calls: 147) 


Obj funtion: (0.04258952840457051, 0.008467140152797079)   (rho_normalized calls: 147) 


Obj funtion: (0.042589528382125846, 0.008467140146854062)   (rho_normalized calls: 147) 


Obj funtion: (0.04088641606868332, 0.009863923563488038)   (rho_normalized calls: 147) 


Obj funtion: (0.040886416010000565, 0.009863923607424892)   (rho_normalized calls: 147) 


Obj funtion: (0.04088641568907592, 0.00986392314625293)   (rho_normalized calls: 147) 


Obj funtion: (0.040886415819890956, 0.009863923655723549)   (rho_normalized calls: 147) 


Obj funtion: (0.04088641625797876, 0.009863923377612535)   (rho_normalized calls: 147) 


Obj funtion: (0.040886415151579286, 0.00986392291843434)   (rho_normalized calls: 147) 


Obj funtion: (0.040886416704801684, 0.009863923972188132)   (rho_normalized calls: 147) 


Obj funtion: (0.04088641606787619, 0.009863923564092346)   (rho_normalized calls: 147) 


Obj funtion: (0.04088641607325156, 0.009863923574053086)   (rho_normalized calls: 147) 


Obj funtion: (0.04088641607761742, 0.009863923574263682)   (rho_normalized calls: 147) 


Obj funtion: (0.04088641608500043, 0.00986392357235101)   (rho_normalized calls: 147) 


Obj funtion: (0.04088641610955643, 0.009863923565879458)   (rho_normalized calls: 147) 


Obj funtion: (0.040886416073157704, 0.00986392356621018)   (rho_normalized calls: 147) 


Obj funtion: (0.040886416073656034, 0.009863923559764877)   (rho_normalized calls: 147) 


Obj funtion: (0.04088641604831297, 0.009863923515406221)   (rho_normalized calls: 147) 


Obj funtion: (0.04088641604411283, 0.009863923531462059)   (rho_normalized calls: 147) 


Obj funtion: (0.04088641616507191, 0.009863923528722722)   (rho_normalized calls: 147) 


Obj funtion: (0.040886415963142776, 0.009863923584939961)   (rho_normalized calls: 147) 


Obj funtion: (0.04088641606662573, 0.009863923558191302)   (rho_normalized calls: 147) 


Obj funtion: (0.04088641606861037, 0.00986392356354266)   (rho_normalized calls: 147) 


Obj funtion: (0.04088641606893891, 0.009863923563859005)   (rho_normalized calls: 147) 


Obj funtion: (0.04088641606918107, 0.009863923563676193)   (rho_normalized calls: 147) 


Obj funtion: (0.040886416068444925, 0.009863923564302643)   (rho_normalized calls: 147) 


Obj funtion: (0.04088641606516477, 0.009863923563518423)   (rho_normalized calls: 147) 


Obj funtion: (0.04088641606872285, 0.00986392356334316)   (rho_normalized calls: 147) 


Obj funtion: (0.04088641606913373, 0.009863923563150807)   (rho_normalized calls: 147) 


Obj funtion: (0.040886416067645905, 0.009863923562213793)   (rho_normalized calls: 147) 


Obj funtion: (0.040886416067157934, 0.009863923562666875)   (rho_normalized calls: 147) 


Obj funtion: (0.04088641608494856, 0.009863923561424827)   (rho_normalized calls: 147) 


Obj funtion: (0.04088641608703551, 0.00986392356540957)   (rho_normalized calls: 147) 


Obj funtion: (0.040886416064974354, 0.009863923558397658)   (rho_normalized calls: 147) 


Obj funtion: (0.03781024029328125, 0.009690449174521661)   (rho_normalized calls: 189) 


Obj funtion: (0.03781024026837938, 0.009690449189811625)   (rho_normalized calls: 189) 


Obj funtion: (0.03781023989422894, 0.009690448640036441)   (rho_normalized calls: 189) 


Obj funtion: (0.037810240182780515, 0.009690449514668433)   (rho_normalized calls: 189) 


Obj funtion: (0.03781024054208627, 0.009690449037961946)   (rho_normalized calls: 189) 


Obj funtion: (0.037810239011421894, 0.0096904485331895)   (rho_normalized calls: 189) 


Obj funtion: (0.03781024101191716, 0.009690449535922383)   (rho_normalized calls: 189) 


Obj funtion: (0.03781024029310484, 0.009690449174629977)   (rho_normalized calls: 189) 


Obj funtion: (0.03781024029956496, 0.009690449185884822)   (rho_normalized calls: 189) 


Obj funtion: (0.03781024030229862, 0.0096904491809453)   (rho_normalized calls: 189) 


Obj funtion: (0.0378102403058972, 0.00969044917970259)   (rho_normalized calls: 189) 


Obj funtion: (0.037810240325674045, 0.009690449175992363)   (rho_normalized calls: 189) 


Obj funtion: (0.037810240298724734, 0.009690449175845535)   (rho_normalized calls: 189) 


Obj funtion: (0.03781024029429006, 0.00969044917390224)   (rho_normalized calls: 189) 


Obj funtion: (0.037810240264815755, 0.009690449122966249)   (rho_normalized calls: 189) 


Obj funtion: (0.03781024026802513, 0.009690449157439631)   (rho_normalized calls: 189) 


Obj funtion: (0.03781024036383486, 0.00969044915081738)   (rho_normalized calls: 189) 


Obj funtion: (0.037810240211552826, 0.009690449214935195)   (rho_normalized calls: 189) 


Obj funtion: (0.03781024029969641, 0.009690449190763456)   (rho_normalized calls: 189) 


Obj funtion: (0.037810240293240656, 0.009690449174546586)   (rho_normalized calls: 189) 


Obj funtion: (0.03781024029352189, 0.00969044917489224)   (rho_normalized calls: 189) 


Obj funtion: (0.037810240293602825, 0.009690449174798828)   (rho_normalized calls: 189) 


Obj funtion: (0.037810240293154114, 0.009690449175654162)   (rho_normalized calls: 189) 


Obj funtion: (0.037810240290553666, 0.00969044917436616)   (rho_normalized calls: 189) 


Obj funtion: (0.03781024029324121, 0.009690449174427025)   (rho_normalized calls: 189) 


Obj funtion: (0.03781024029352047, 0.009690449174374779)   (rho_normalized calls: 189) 


Obj funtion: (0.037810240292367174, 0.0096904491732096)   (rho_normalized calls: 189) 


Obj funtion: (0.0378102402922483, 0.009690449173618467)   (rho_normalized calls: 189) 


Obj funtion: (0.037810240305819386, 0.009690449171682661)   (rho_normalized calls: 189) 


Obj funtion: (0.03781024030938659, 0.009690449176536841)   (rho_normalized calls: 189) 


Obj funtion: (0.03781024028906955, 0.00969044917087996)   (rho_normalized calls: 189) 


Obj funtion: (0.03349288055069823, 0.007872571822382516)   (rho_normalized calls: 231) 


Obj funtion: (0.03349288057956024, 0.007872571804660984)   (rho_normalized calls: 231) 


Obj funtion: (0.03349288032704282, 0.007872571259038582)   (rho_normalized calls: 231) 


Obj funtion: (0.03349288055334643, 0.007872572095081484)   (rho_normalized calls: 231) 


Obj funtion: (0.03349288073192091, 0.007872571748110832)   (rho_normalized calls: 231) 


Obj funtion: (0.033492879274017916, 0.007872571412934948)   (rho_normalized calls: 231) 


Obj funtion: (0.03349288133941766, 0.007872571988540989)   (rho_normalized calls: 231) 


Obj funtion: (0.03349288055159573, 0.00787257182183145)   (rho_normalized calls: 231) 


Obj funtion: (0.03349288055724782, 0.007872571832315023)   (rho_normalized calls: 231) 


Obj funtion: (0.03349288055442302, 0.007872571829647004)   (rho_normalized calls: 231) 


Obj funtion: (0.033492880555936716, 0.007872571825714238)   (rho_normalized calls: 231) 


Obj funtion: (0.033492880573222396, 0.007872571820975479)   (rho_normalized calls: 231) 


Obj funtion: (0.0334928805570643, 0.007872571821830711)   (rho_normalized calls: 231) 


Obj funtion: (0.03349288054538531, 0.007872571825644705)   (rho_normalized calls: 231) 


Obj funtion: (0.03349288052022256, 0.007872571778236621)   (rho_normalized calls: 231) 


Obj funtion: (0.03349288054013482, 0.007872571800845855)   (rho_normalized calls: 231) 


Obj funtion: (0.03349288061294377, 0.007872571795609557)   (rho_normalized calls: 231) 


Obj funtion: (0.033492880507226465, 0.00787257182599881)   (rho_normalized calls: 231) 


Obj funtion: (0.033492880564643085, 0.007872571830964736)   (rho_normalized calls: 231) 


Obj funtion: (0.03349288055071344, 0.007872571822373184)   (rho_normalized calls: 231) 


Obj funtion: (0.03349288055082448, 0.007872571822751284)   (rho_normalized calls: 231) 


Obj funtion: (0.03349288055077669, 0.007872571822673582)   (rho_normalized calls: 231) 


Obj funtion: (0.03349288055062847, 0.007872571823215595)   (rho_normalized calls: 231) 


Obj funtion: (0.03349288054881158, 0.007872571822251763)   (rho_normalized calls: 231) 


Obj funtion: (0.033492880550583956, 0.007872571822614086)   (rho_normalized calls: 231) 


Obj funtion: (0.03349288055059969, 0.00787257182244303)   (rho_normalized calls: 231) 


Obj funtion: (0.03349288055029342, 0.007872571821055418)   (rho_normalized calls: 231) 


Obj funtion: (0.033492880550355535, 0.007872571821283631)   (rho_normalized calls: 231) 


Obj funtion: (0.033492880559910204, 0.00787257181882382)   (rho_normalized calls: 231) 


Obj funtion: (0.03349288056334995, 0.007872571808180372)   (rho_normalized calls: 231) 


Obj funtion: (0.03349288054612701, 0.007872571819499135)   (rho_normalized calls: 231) 


Obj funtion: (0.02905731018664319, 0.009100899657136341)   (rho_normalized calls: 231) 


Obj funtion: (0.02905731053449087, 0.009100900064877994)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310884231156, 0.009100900572839021)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310622536824, 0.009100900082158428)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310944755457, 0.0091009001250309)   (rho_normalized calls: 231) 


Obj funtion: (0.029057308516451438, 0.009100899203381526)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310989419285, 0.00910089981988801)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310195333537, 0.009100899666815085)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310198663734, 0.00910089966537881)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310174318063, 0.00910089964896086)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310185072092, 0.009100899653615196)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310198678674, 0.00910089965412493)   (rho_normalized calls: 231) 


Obj funtion: (0.02905731019295182, 0.009100899655373359)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310144359222, 0.009100899610132253)   (rho_normalized calls: 231) 


Obj funtion: (0.0290573101333816, 0.009100899622609626)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310226218387, 0.009100899681321925)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310234821228, 0.009100899660870822)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310163780804, 0.009100899657027595)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310201564983, 0.009100899660823471)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310187064624, 0.009100899657689385)   (rho_normalized calls: 231) 


Obj funtion: (0.02905731018618652, 0.009100899656448475)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310186064375, 0.009100899656638177)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310187069203, 0.009100899657778239)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310185527242, 0.009100899657425297)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310186520427, 0.009100899657441427)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310184630557, 0.00910089965421567)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310188672497, 0.009100899659971795)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310188403088, 0.009100899658409822)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310189265252, 0.0091008996529319)   (rho_normalized calls: 231) 


Obj funtion: (0.029057310195950377, 0.009100899640945124)   (rho_normalized calls: 231) 


Obj funtion: (0.02905731018205924, 0.009100899654964675)   (rho_normalized calls: 231) 


Obj funtion: (0.02394677702630063, 0.009710926976544215)   (rho_normalized calls: 189) 


Obj funtion: (0.02394677728424343, 0.009710927234425737)   (rho_normalized calls: 189) 


Obj funtion: (0.02394677760208263, 0.009710927514856034)   (rho_normalized calls: 189) 


Obj funtion: (0.02394677720982297, 0.009710927478159478)   (rho_normalized calls: 189) 
